"0eaf.cardinalcommerce.com","443","ae","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","am","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ar","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","at","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","au","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","az","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","bd","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","be","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","bg","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","bh","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","bj","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","br","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","by","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ca","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ch","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","cn","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","co","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","cr","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","cy","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","cz","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","de","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","dk","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ee","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","eg","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","es","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","fi","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","fr","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","gb","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ge","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","gr","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","hk","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","hr","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","hu","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ie","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","il","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","in","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","it","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","jo","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","jp","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ke","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","kg","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","kr","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","kw","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","kz","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","lb","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","lk","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","lt","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","lu","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","lv","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","md","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","me","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","mg","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","mn","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","mt","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","mx","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","my","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ng","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","nl","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","no","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","nz","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","om","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ph","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","pk","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","pl","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ps","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","pt","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","qa","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ro","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","rs","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ru","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","rw","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","sa","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","se","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","sg","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","si","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","sk","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","sv","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","th","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","tm","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","tr","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","tw","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ua","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","unknown","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","us","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","uz","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","ve","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","vn","['216.150.133.235']"
"0eaf.cardinalcommerce.com","443","za","['216.150.133.235']"
"174.143.102.139","443","us","['174.143.102.139']"
"1eaf.cardinalcommerce.com","443","am","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","bg","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","by","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","cy","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","de","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","ee","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","kz","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","md","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","pl","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","ru","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","sa","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","tr","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","ua","['209.221.29.91']"
"1eaf.cardinalcommerce.com","443","us","['209.221.29.91']"
"3d.plus-bank.ru","443","ru","['195.162.33.117']"
"3d.secure.lcl.fr","443","fr","['160.92.186.86']"
"3d.sviaz-bank.ru","443","ru","['194.11.247.25']"
"3d.tascombank.ua","443","ua","['91.220.140.8']"
"3dauth.mbu.hr","443","ba","['195.29.172.158']"
"3dauth.mbu.hr","443","hr","['195.29.172.158']"
"3dauth.mbu.hr","443","me","['195.29.172.158']"
"3dauth.mbu.hr","443","rs","['195.29.172.158']"
"3dauthentication.bankcomm.com","443","cn","['180.167.81.2']"
"3debspay.boc.cn","443","cn","['219.141.191.187']"
"3debspay.boc.cn","443","gb","['219.141.191.187']"
"3debspay.boc.cn","443","mo","['219.141.191.187']"
"3debspay.boc.cn","443","sg","['219.141.191.187']"
"3ds.abanca.com","443","es","['213.170.41.147']"
"3ds.aeonmalaysia.com.my","443","my","['203.115.212.84']"
"3ds.alfabank.by","3443","by","['87.252.250.150']"
"3ds.alfabank.by","443","by","['87.252.250.150']"
"3ds.alfabank.by","443","by","['87.252.250.150']"
"3ds.altynbank.kz","3443","kz","['195.200.74.229']"
"3ds.bankrbk.kz","8443","kz","['95.56.243.232']"
"3ds.banksoyuz.ru","443","ru","['194.110.18.143']"
"3ds.bov.com","443","mt","['194.204.126.27']"
"3ds.capitecbank.co.za","443","za","['196.192.84.3']"
"3ds.capitecbank.co.za","443","za","['196.192.84.3']"
"3ds.cbk.kz","443","kz","['89.218.178.204']"
"3ds.e-cartebleue.com","443","fr","['193.56.46.42']"
"3ds.halykpay.kz","443","kz","['212.19.135.226']"
"3ds.halykpay.kz","4443","kg","['212.19.135.226']"
"3ds.hdbank.com.vn","443","vn","['183.91.23.56', '222.255.77.233', '118.69.222.215']"
"3ds.jccsecure.com","443","cy","['93.109.222.230']"
"3ds.khmb.ru","443","ru","['91.197.176.59']"
"3ds.maybank.co.id","443","id","['114.6.98.3']"
"3ds.mdmbank.ru","443","ru","['194.176.100.120']"
"3ds.mdmbank.ru","443","us","['194.176.100.120']"
"3ds.merchantrademoney.com","443","my","['219.92.6.22', '121.121.41.46']"
"3ds.merchantrademoney.com","443","us","['219.92.6.22', '121.121.41.46']"
"3ds.millikart.az","443","az","['85.132.61.105']"
"3ds.millikart.az","443","unknown","['85.132.61.105']"
"3ds.mmbank.ru","443","ru","['195.238.239.160']"
"3ds.ndb24.ru","443","ru","['194.11.247.29']"
"3ds.okprocessing.com","443","ru","['91.212.10.43']"
"3ds.open.ru","443","ru","['193.219.127.205']"
"3ds.oschadbank.ua","443","ua","['185.34.224.182']"
"3ds.otpbank.ru","443","ru","['194.50.120.41']"
"3ds.payment.ru","443","ru","['193.200.10.116']"
"3ds.priorbank.by","443","by","['217.23.120.209', '217.23.120.207']"
"3ds.rencredit.ru","3443","ru","['91.201.248.9']"
"3ds.roscap.com","443","ru","['91.232.6.196']"
"3ds.rpc-raiffeisen.com","443","at","['217.13.180.82']"
"3ds.rpc-raiffeisen.com","443","bg","['217.13.180.82']"
"3ds.sdm.ru","443","ru","['193.189.121.11']"
"3ds.soyuzny.ru","443","ru","['194.11.247.185']"
"3ds.tsb.kz","443","kz","['89.218.93.215']"
"3ds.tsb.kz","443","us","['89.218.93.215']"
"3ds.ubrr.ru","443","ru","['91.208.121.209']"
"3ds.ukrgasbank.com","8443","ua","['91.208.198.94']"
"3ds.ukrsotsbank.com","443","ua","['91.209.118.43']"
"3ds.vtb24.ru","443","ru","['217.14.50.132']"
"3ds.yamoney.ru","443","ru","['109.235.165.26']"
"3ds.zenit.ru","443","ru","['194.186.83.48']"
"3ds2.open.ru","443","ru","['91.197.176.26']"
"3dsacs.trust.ru","443","ru","['194.50.104.139']"
"3dsacs.vtb.am","443","am","['194.247.50.186']"
"3dsclient.qib.com.qa","443","qa","['78.100.123.46']"
"3dsec.cardcenter.ch","443","ch","['194.126.144.122']"
"3dsec.cardcenter.ch","443","cn","['194.126.144.122']"
"3dsec.ecredit.it","443","it","['195.35.99.5']"
"3dsec.ndb24.ru","443","ru","['213.171.56.86']"
"3dsec.postfinance.ch","443","ch","['194.126.144.121']"
"3dsecure.abmb.com.my","443","my","['143.192.97.30']"
"3dsecure.affinbank.com.my","443","my","['143.192.97.24']"
"3dsecure.albaridbank.ma","443","ma","['62.251.237.96']"
"3dsecure.anz.co.id","443","id",""
"3dsecure.bankaudi.com.lb","443","jo","['213.175.166.147']"
"3dsecure.bankaudi.com.lb","443","lb","['213.175.166.147']"
"3dsecure.bankislam.com.my","443","my",""
"3dsecure.bankmandiri.co.id","443","id","['183.91.70.197']"
"3dsecure.bankmega.com","443","id","['183.91.84.131']"
"3dsecure.bankrakyat.com.my","443","my","['143.192.97.18']"
"3dsecure.barclaycard.de","443","de","['84.207.246.114']"
"3dsecure.bcc.kz","3443","kz","['91.198.63.66']"
"3dsecure.bcc.kz","3443","ru","['91.198.63.66']"
"3dsecure.bni.co.id","443","id","['183.91.84.141']"
